Source File,Source Row,Timestamp,Date,Time,Temperature (C),Relative Humidity (%)
Wifi Thermometer_export_202605022345.csv,0,2026-05-02 00:00:00,2026-05-02 00:00:00,00:00:00,19.6,46.0
Wifi Thermometer_export_202605022345.csv,1,2026-05-02 00:15:00,2026-05-02 00:00:00,00:15:00,19.5,46.3
Wifi Thermometer_export_202605022345.csv,2,2026-05-02 00:30:00,2026-05-02 00:00:00,00:30:00,19.5,46.4
Wifi Thermometer_export_202605022345.csv,3,2026-05-02 00:45:00,2026-05-02 00:00:00,00:45:00,19.4,46.6
Wifi Thermometer_export_202605022345.csv,4,2026-05-02 01:00:00,2026-05-02 00:00:00,01:00:00,19.4,46.7
Wifi Thermometer_export_202605022345.csv,5,2026-05-02 01:15:00,2026-05-02 00:00:00,01:15:00,19.4,46.8
Wifi Thermometer_export_202605022345.csv,6,2026-05-02 01:30:00,2026-05-02 00:00:00,01:30:00,19.4,46.9
Wifi Thermometer_export_202605022345.csv,7,2026-05-02 01:45:00,2026-05-02 00:00:00,01:45:00,19.3,47.0
Wifi Thermometer_export_202605022345.csv,8,2026-05-02 02:00:00,2026-05-02 00:00:00,02:00:00,19.3,47.1
Wifi Thermometer_export_202605022345.csv,9,2026-05-02 02:15:00,2026-05-02 00:00:00,02:15:00,19.3,47.2
Wifi Thermometer_export_202605022345.csv,10,2026-05-02 02:30:00,2026-05-02 00:00:00,02:30:00,19.2,47.4
Wifi Thermometer_export_202605022345.csv,11,2026-05-02 02:45:00,2026-05-02 00:00:00,02:45:00,19.2,47.5
Wifi Thermometer_export_202605022345.csv,12,2026-05-02 03:00:00,2026-05-02 00:00:00,03:00:00,19.2,47.6
Wifi Thermometer_export_202605022345.csv,13,2026-05-02 03:15:00,2026-05-02 00:00:00,03:15:00,19.2,47.7
Wifi Thermometer_export_202605022345.csv,14,2026-05-02 03:30:00,2026-05-02 00:00:00,03:30:00,19.2,47.8
Wifi Thermometer_export_202605022345.csv,15,2026-05-02 03:45:00,2026-05-02 00:00:00,03:45:00,19.2,47.9
Wifi Thermometer_export_202605022345.csv,16,2026-05-02 04:00:00,2026-05-02 00:00:00,04:00:00,19.2,47.9
Wifi Thermometer_export_202605022345.csv,17,2026-05-02 04:15:00,2026-05-02 00:00:00,04:15:00,19.2,48.0
Wifi Thermometer_export_202605022345.csv,18,2026-05-02 04:30:00,2026-05-02 00:00:00,04:30:00,19.2,48.1
Wifi Thermometer_export_202605022345.csv,19,2026-05-02 04:45:00,2026-05-02 00:00:00,04:45:00,19.2,48.1
Wifi Thermometer_export_202605022345.csv,20,2026-05-02 05:00:00,2026-05-02 00:00:00,05:00:00,19.2,48.2
Wifi Thermometer_export_202605022345.csv,21,2026-05-02 05:15:00,2026-05-02 00:00:00,05:15:00,19.2,48.2
Wifi Thermometer_export_202605022345.csv,22,2026-05-02 05:30:00,2026-05-02 00:00:00,05:30:00,19.2,48.3
Wifi Thermometer_export_202605022345.csv,23,2026-05-02 05:45:00,2026-05-02 00:00:00,05:45:00,19.2,48.3
Wifi Thermometer_export_202605022345.csv,24,2026-05-02 06:00:00,2026-05-02 00:00:00,06:00:00,19.3,48.4
Wifi Thermometer_export_202605022345.csv,25,2026-05-02 06:15:00,2026-05-02 00:00:00,06:15:00,19.3,48.4
Wifi Thermometer_export_202605022345.csv,26,2026-05-02 06:30:00,2026-05-02 00:00:00,06:30:00,19.3,48.4
Wifi Thermometer_export_202605022345.csv,27,2026-05-02 06:45:00,2026-05-02 00:00:00,06:45:00,19.3,48.5
Wifi Thermometer_export_202605022345.csv,28,2026-05-02 07:00:00,2026-05-02 00:00:00,07:00:00,19.3,48.4
Wifi Thermometer_export_202605022345.csv,29,2026-05-02 07:15:00,2026-05-02 00:00:00,07:15:00,19.3,48.4
Wifi Thermometer_export_202605022345.csv,30,2026-05-02 07:30:00,2026-05-02 00:00:00,07:30:00,19.4,48.5
Wifi Thermometer_export_202605022345.csv,31,2026-05-02 07:45:00,2026-05-02 00:00:00,07:45:00,19.4,48.7
Wifi Thermometer_export_202605022345.csv,32,2026-05-02 08:00:00,2026-05-02 00:00:00,08:00:00,19.5,48.7
Wifi Thermometer_export_202605022345.csv,33,2026-05-02 08:15:00,2026-05-02 00:00:00,08:15:00,19.6,48.5
Wifi Thermometer_export_202605022345.csv,34,2026-05-02 08:30:00,2026-05-02 00:00:00,08:30:00,19.7,48.2
Wifi Thermometer_export_202605022345.csv,35,2026-05-02 08:45:00,2026-05-02 00:00:00,08:45:00,19.7,48.0
Wifi Thermometer_export_202605022345.csv,36,2026-05-02 09:00:00,2026-05-02 00:00:00,09:00:00,19.8,47.7
Wifi Thermometer_export_202605022345.csv,37,2026-05-02 09:15:00,2026-05-02 00:00:00,09:15:00,19.9,47.6
Wifi Thermometer_export_202605022345.csv,38,2026-05-02 09:30:00,2026-05-02 00:00:00,09:30:00,20.2,47.3
Wifi Thermometer_export_202605022345.csv,39,2026-05-02 09:45:00,2026-05-02 00:00:00,09:45:00,20.5,47.0
Wifi Thermometer_export_202605022345.csv,40,2026-05-02 10:00:00,2026-05-02 00:00:00,10:00:00,20.6,40.5
Wifi Thermometer_export_202605022345.csv,41,2026-05-02 10:15:00,2026-05-02 00:00:00,10:15:00,20.6,37.5
Wifi Thermometer_export_202605022345.csv,42,2026-05-02 10:30:00,2026-05-02 00:00:00,10:30:00,20.7,37.0
Wifi Thermometer_export_202605022345.csv,43,2026-05-02 10:45:00,2026-05-02 00:00:00,10:45:00,20.7,36.2
Wifi Thermometer_export_202605022345.csv,44,2026-05-02 11:00:00,2026-05-02 00:00:00,11:00:00,20.4,35.8
Wifi Thermometer_export_202605022345.csv,45,2026-05-02 11:15:00,2026-05-02 00:00:00,11:15:00,20.4,34.1
Wifi Thermometer_export_202605022345.csv,46,2026-05-02 11:30:00,2026-05-02 00:00:00,11:30:00,20.5,35.9
Wifi Thermometer_export_202605022345.csv,47,2026-05-02 11:45:00,2026-05-02 00:00:00,11:45:00,20.8,37.8
Wifi Thermometer_export_202605022345.csv,48,2026-05-02 12:00:00,2026-05-02 00:00:00,12:00:00,21.0,38.6
Wifi Thermometer_export_202605022345.csv,49,2026-05-02 12:15:00,2026-05-02 00:00:00,12:15:00,21.0,39.2
Wifi Thermometer_export_202605022345.csv,50,2026-05-02 12:30:00,2026-05-02 00:00:00,12:30:00,21.1,39.8
Wifi Thermometer_export_202605022345.csv,51,2026-05-02 12:45:00,2026-05-02 00:00:00,12:45:00,21.2,39.9
Wifi Thermometer_export_202605022345.csv,52,2026-05-02 13:00:00,2026-05-02 00:00:00,13:00:00,21.2,40.6
Wifi Thermometer_export_202605022345.csv,53,2026-05-02 13:15:00,2026-05-02 00:00:00,13:15:00,21.5,40.7
Wifi Thermometer_export_202605022345.csv,54,2026-05-02 13:30:00,2026-05-02 00:00:00,13:30:00,21.5,40.8
Wifi Thermometer_export_202605022345.csv,55,2026-05-02 13:45:00,2026-05-02 00:00:00,13:45:00,21.4,40.9
Wifi Thermometer_export_202605022345.csv,56,2026-05-02 14:00:00,2026-05-02 00:00:00,14:00:00,21.4,40.5
Wifi Thermometer_export_202605022345.csv,57,2026-05-02 14:15:00,2026-05-02 00:00:00,14:15:00,21.4,40.4
Wifi Thermometer_export_202605022345.csv,58,2026-05-02 14:30:00,2026-05-02 00:00:00,14:30:00,21.3,40.4
Wifi Thermometer_export_202605022345.csv,59,2026-05-02 14:45:00,2026-05-02 00:00:00,14:45:00,21.3,40.3
Wifi Thermometer_export_202605022345.csv,60,2026-05-02 15:00:00,2026-05-02 00:00:00,15:00:00,21.5,40.0
Wifi Thermometer_export_202605022345.csv,61,2026-05-02 15:15:00,2026-05-02 00:00:00,15:15:00,21.5,39.7
Wifi Thermometer_export_202605022345.csv,62,2026-05-02 15:30:00,2026-05-02 00:00:00,15:30:00,21.5,39.5
Wifi Thermometer_export_202605022345.csv,63,2026-05-02 15:45:00,2026-05-02 00:00:00,15:45:00,21.5,39.4
Wifi Thermometer_export_202605022345.csv,64,2026-05-02 16:00:00,2026-05-02 00:00:00,16:00:00,21.5,38.9
Wifi Thermometer_export_202605022345.csv,65,2026-05-02 16:15:00,2026-05-02 00:00:00,16:15:00,21.5,39.1
Wifi Thermometer_export_202605022345.csv,66,2026-05-02 16:30:00,2026-05-02 00:00:00,16:30:00,21.4,39.1
Wifi Thermometer_export_202605022345.csv,67,2026-05-02 16:45:00,2026-05-02 00:00:00,16:45:00,21.3,39.1
Wifi Thermometer_export_202605022345.csv,68,2026-05-02 17:00:00,2026-05-02 00:00:00,17:00:00,21.3,39.0
Wifi Thermometer_export_202605022345.csv,69,2026-05-02 17:15:00,2026-05-02 00:00:00,17:15:00,21.3,39.0
Wifi Thermometer_export_202605022345.csv,70,2026-05-02 17:30:00,2026-05-02 00:00:00,17:30:00,21.2,39.5
Wifi Thermometer_export_202605022345.csv,71,2026-05-02 17:45:00,2026-05-02 00:00:00,17:45:00,21.1,39.5
Wifi Thermometer_export_202605022345.csv,72,2026-05-02 18:00:00,2026-05-02 00:00:00,18:00:00,21.0,40.0
Wifi Thermometer_export_202605022345.csv,73,2026-05-02 18:15:00,2026-05-02 00:00:00,18:15:00,20.9,39.9
Wifi Thermometer_export_202605022345.csv,74,2026-05-02 18:30:00,2026-05-02 00:00:00,18:30:00,20.8,40.6
Wifi Thermometer_export_202605022345.csv,75,2026-05-02 18:45:00,2026-05-02 00:00:00,18:45:00,20.7,41.2
Wifi Thermometer_export_202605022345.csv,76,2026-05-02 19:00:00,2026-05-02 00:00:00,19:00:00,20.7,41.6
Wifi Thermometer_export_202605022345.csv,77,2026-05-02 19:15:00,2026-05-02 00:00:00,19:15:00,20.6,42.8
Wifi Thermometer_export_202605022345.csv,78,2026-05-02 19:30:00,2026-05-02 00:00:00,19:30:00,20.6,45.9
Wifi Thermometer_export_202605022345.csv,79,2026-05-02 19:45:00,2026-05-02 00:00:00,19:45:00,20.5,45.2
Wifi Thermometer_export_202605022345.csv,80,2026-05-02 20:00:00,2026-05-02 00:00:00,20:00:00,20.4,45.0
Wifi Thermometer_export_202605022345.csv,81,2026-05-02 20:15:00,2026-05-02 00:00:00,20:15:00,20.3,44.7
Wifi Thermometer_export_202605022345.csv,82,2026-05-02 20:30:00,2026-05-02 00:00:00,20:30:00,20.2,44.3
Wifi Thermometer_export_202605022345.csv,83,2026-05-02 20:45:00,2026-05-02 00:00:00,20:45:00,20.1,44.5
Wifi Thermometer_export_202605022345.csv,84,2026-05-02 21:00:00,2026-05-02 00:00:00,21:00:00,20.0,44.5
Wifi Thermometer_export_202605022345.csv,85,2026-05-02 21:15:00,2026-05-02 00:00:00,21:15:00,19.9,44.6
Wifi Thermometer_export_202605022345.csv,86,2026-05-02 21:30:00,2026-05-02 00:00:00,21:30:00,19.9,44.7
Wifi Thermometer_export_202605022345.csv,87,2026-05-02 21:45:00,2026-05-02 00:00:00,21:45:00,19.8,44.7
Wifi Thermometer_export_202605022345.csv,88,2026-05-02 22:00:00,2026-05-02 00:00:00,22:00:00,19.7,44.7
Wifi Thermometer_export_202605022345.csv,89,2026-05-02 22:15:00,2026-05-02 00:00:00,22:15:00,19.7,44.6
Wifi Thermometer_export_202605022345.csv,90,2026-05-02 22:30:00,2026-05-02 00:00:00,22:30:00,19.6,44.6
Wifi Thermometer_export_202605022345.csv,91,2026-05-02 22:45:00,2026-05-02 00:00:00,22:45:00,19.6,44.8
Wifi Thermometer_export_202605022345.csv,92,2026-05-02 23:00:00,2026-05-02 00:00:00,23:00:00,19.5,44.9
Wifi Thermometer_export_202605022345.csv,93,2026-05-02 23:15:00,2026-05-02 00:00:00,23:15:00,19.5,45.1
Wifi Thermometer_export_202605022345.csv,94,2026-05-02 23:30:00,2026-05-02 00:00:00,23:30:00,19.5,45.2
Wifi Thermometer_export_202605022345.csv,95,2026-05-02 23:45:00,2026-05-02 00:00:00,23:45:00,19.4,45.4
Wifi Thermometer_export_202605032345.csv,0,2026-05-03 00:00:00,2026-05-03 00:00:00,00:00:00,19.4,45.5
Wifi Thermometer_export_202605032345.csv,1,2026-05-03 00:15:00,2026-05-03 00:00:00,00:15:00,19.4,45.6
Wifi Thermometer_export_202605032345.csv,2,2026-05-03 00:30:00,2026-05-03 00:00:00,00:30:00,19.4,45.8
Wifi Thermometer_export_202605032345.csv,3,2026-05-03 00:45:00,2026-05-03 00:00:00,00:45:00,19.4,45.9
Wifi Thermometer_export_202605032345.csv,4,2026-05-03 01:00:00,2026-05-03 00:00:00,01:00:00,19.3,46.1
Wifi Thermometer_export_202605032345.csv,5,2026-05-03 01:15:00,2026-05-03 00:00:00,01:15:00,19.3,46.2
Wifi Thermometer_export_202605032345.csv,6,2026-05-03 01:30:00,2026-05-03 00:00:00,01:30:00,19.3,46.3
Wifi Thermometer_export_202605032345.csv,7,2026-05-03 01:45:00,2026-05-03 00:00:00,01:45:00,19.3,46.4
Wifi Thermometer_export_202605032345.csv,8,2026-05-03 02:00:00,2026-05-03 00:00:00,02:00:00,19.3,46.5
Wifi Thermometer_export_202605032345.csv,9,2026-05-03 02:15:00,2026-05-03 00:00:00,02:15:00,19.3,46.6
Wifi Thermometer_export_202605032345.csv,10,2026-05-03 02:30:00,2026-05-03 00:00:00,02:30:00,19.3,46.7
Wifi Thermometer_export_202605032345.csv,11,2026-05-03 02:45:00,2026-05-03 00:00:00,02:45:00,19.3,46.7
Wifi Thermometer_export_202605032345.csv,12,2026-05-03 03:00:00,2026-05-03 00:00:00,03:00:00,19.3,46.8
Wifi Thermometer_export_202605032345.csv,13,2026-05-03 03:15:00,2026-05-03 00:00:00,03:15:00,19.3,46.9
Wifi Thermometer_export_202605032345.csv,14,2026-05-03 03:30:00,2026-05-03 00:00:00,03:30:00,19.3,46.9
Wifi Thermometer_export_202605032345.csv,15,2026-05-03 03:45:00,2026-05-03 00:00:00,03:45:00,19.3,47.0
Wifi Thermometer_export_202605032345.csv,16,2026-05-03 04:00:00,2026-05-03 00:00:00,04:00:00,19.3,47.0
Wifi Thermometer_export_202605032345.csv,17,2026-05-03 04:15:00,2026-05-03 00:00:00,04:15:00,19.3,47.1
Wifi Thermometer_export_202605032345.csv,18,2026-05-03 04:30:00,2026-05-03 00:00:00,04:30:00,19.3,47.1
Wifi Thermometer_export_202605032345.csv,19,2026-05-03 04:45:00,2026-05-03 00:00:00,04:45:00,19.3,47.2
Wifi Thermometer_export_202605032345.csv,20,2026-05-03 05:00:00,2026-05-03 00:00:00,05:00:00,19.3,47.2
Wifi Thermometer_export_202605032345.csv,21,2026-05-03 05:15:00,2026-05-03 00:00:00,05:15:00,19.3,47.3
Wifi Thermometer_export_202605032345.csv,22,2026-05-03 05:30:00,2026-05-03 00:00:00,05:30:00,19.3,47.3
Wifi Thermometer_export_202605032345.csv,23,2026-05-03 05:45:00,2026-05-03 00:00:00,05:45:00,19.3,47.3
Wifi Thermometer_export_202605032345.csv,24,2026-05-03 06:00:00,2026-05-03 00:00:00,06:00:00,19.3,47.4
Wifi Thermometer_export_202605032345.csv,25,2026-05-03 06:15:00,2026-05-03 00:00:00,06:15:00,19.3,47.5
Wifi Thermometer_export_202605032345.csv,26,2026-05-03 06:30:00,2026-05-03 00:00:00,06:30:00,19.3,47.5
Wifi Thermometer_export_202605032345.csv,27,2026-05-03 06:45:00,2026-05-03 00:00:00,06:45:00,19.2,47.4
Wifi Thermometer_export_202605032345.csv,28,2026-05-03 07:00:00,2026-05-03 00:00:00,07:00:00,19.3,47.3
Wifi Thermometer_export_202605032345.csv,29,2026-05-03 07:15:00,2026-05-03 00:00:00,07:15:00,19.3,47.1
Wifi Thermometer_export_202605032345.csv,30,2026-05-03 07:30:00,2026-05-03 00:00:00,07:30:00,19.4,47.9
Wifi Thermometer_export_202605032345.csv,31,2026-05-03 07:45:00,2026-05-03 00:00:00,07:45:00,19.5,48.5
Wifi Thermometer_export_202605032345.csv,32,2026-05-03 08:00:00,2026-05-03 00:00:00,08:00:00,19.6,48.5
Wifi Thermometer_export_202605032345.csv,33,2026-05-03 08:15:00,2026-05-03 00:00:00,08:15:00,19.7,48.3
Wifi Thermometer_export_202605032345.csv,34,2026-05-03 08:30:00,2026-05-03 00:00:00,08:30:00,20.0,48.2
Wifi Thermometer_export_202605032345.csv,35,2026-05-03 08:45:00,2026-05-03 00:00:00,08:45:00,20.2,47.8
Wifi Thermometer_export_202605032345.csv,36,2026-05-03 09:00:00,2026-05-03 00:00:00,09:00:00,20.5,47.6
Wifi Thermometer_export_202605032345.csv,37,2026-05-03 09:15:00,2026-05-03 00:00:00,09:15:00,20.7,47.1
Wifi Thermometer_export_202605032345.csv,38,2026-05-03 09:30:00,2026-05-03 00:00:00,09:30:00,21.0,46.7
Wifi Thermometer_export_202605032345.csv,39,2026-05-03 09:45:00,2026-05-03 00:00:00,09:45:00,21.4,46.3
Wifi Thermometer_export_202605032345.csv,40,2026-05-03 10:00:00,2026-05-03 00:00:00,10:00:00,21.3,37.0
Wifi Thermometer_export_202605032345.csv,41,2026-05-03 10:15:00,2026-05-03 00:00:00,10:15:00,20.9,34.0
Wifi Thermometer_export_202605032345.csv,42,2026-05-03 10:30:00,2026-05-03 00:00:00,10:30:00,20.8,32.4
Wifi Thermometer_export_202605032345.csv,43,2026-05-03 10:45:00,2026-05-03 00:00:00,10:45:00,20.8,31.7
Wifi Thermometer_export_202605032345.csv,44,2026-05-03 11:00:00,2026-05-03 00:00:00,11:00:00,20.7,31.1
Wifi Thermometer_export_202605032345.csv,45,2026-05-03 11:15:00,2026-05-03 00:00:00,11:15:00,20.7,30.6
Wifi Thermometer_export_202605032345.csv,46,2026-05-03 11:30:00,2026-05-03 00:00:00,11:30:00,20.7,30.0
Wifi Thermometer_export_202605032345.csv,47,2026-05-03 11:45:00,2026-05-03 00:00:00,11:45:00,20.3,29.9
Wifi Thermometer_export_202605032345.csv,48,2026-05-03 12:00:00,2026-05-03 00:00:00,12:00:00,20.3,29.1
Wifi Thermometer_export_202605032345.csv,49,2026-05-03 12:15:00,2026-05-03 00:00:00,12:15:00,20.1,29.8
Wifi Thermometer_export_202605032345.csv,50,2026-05-03 12:30:00,2026-05-03 00:00:00,12:30:00,19.9,29.6
Wifi Thermometer_export_202605032345.csv,51,2026-05-03 12:45:00,2026-05-03 00:00:00,12:45:00,20.3,30.0
Wifi Thermometer_export_202605032345.csv,52,2026-05-03 13:00:00,2026-05-03 00:00:00,13:00:00,20.5,29.7
Wifi Thermometer_export_202605032345.csv,53,2026-05-03 13:15:00,2026-05-03 00:00:00,13:15:00,20.7,29.6
Wifi Thermometer_export_202605032345.csv,54,2026-05-03 13:30:00,2026-05-03 00:00:00,13:30:00,21.0,28.8
